	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
MODEL1006230080	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	95	204	0	0	95	0	70	25	0	18	R24	2012-12-12	non_curated
MODEL1006230081	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	16	34	0	0	16	0	8	8	0	7	R24	2012-12-12	non_curated
MODEL1006230082	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	121	209	0	0	121	0	92	29	0	16	R24	2012-12-12	non_curated
MODEL1006230083	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	18	0	0	5	0	0	5	0	3	R24	2012-12-12	non_curated
MODEL1006230084	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	135	227	0	0	135	0	91	44	0	12	R24	2012-12-12	non_curated
MODEL1006230085	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	90	157	0	0	90	0	67	23	0	23	R24	2012-12-12	non_curated
MODEL1006230086	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	6	17	0	0	6	0	1	5	0	3	R24	2012-12-12	non_curated
MODEL1006230087	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	134	191	0	0	134	0	105	29	0	19	R24	2012-12-12	non_curated
MODEL1006230088	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	120	203	0	0	120	0	91	29	0	16	R24	2012-12-12	non_curated
MODEL1006230089	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	82	172	0	0	82	0	60	22	0	17	R24	2012-12-12	non_curated
MODEL1006230090	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	376	650	0	0	376	0	316	60	0	23	R24	2012-12-12	non_curated
MODEL1006230091	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	15	36	0	0	15	0	11	4	0	7	R24	2012-12-12	non_curated
MODEL1006230092	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	275	277	0	0	275	0	236	39	0	23	R24	2012-12-12	non_curated
MODEL1006230093	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	6	16	0	0	6	0	2	4	0	7	R24	2012-12-12	non_curated
MODEL1006230094	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	17	0	0	5	0	1	4	0	3	R24	2012-12-12	non_curated
MODEL1006230095	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	26	68	0	0	26	0	19	7	0	13	R24	2012-12-12	non_curated
MODEL1006230096	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	26	68	0	0	26	0	19	7	0	13	R24	2012-12-12	non_curated
MODEL1006230097	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	18	37	0	0	18	0	2	16	0	3	R24	2012-12-12	non_curated
MODEL1006230098	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	4	16	0	0	4	0	1	3	0	12	R24	2012-12-12	non_curated
MODEL1006230099	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	52	0	0	17	0	10	7	0	22	R24	2012-12-12	non_curated
MODEL1006230100	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	545	546	0	0	545	0	513	32	0	12	R24	2012-12-12	non_curated
MODEL1006230101	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	134	191	0	0	134	0	105	29	0	19	R24	2012-12-12	non_curated
MODEL1006230102	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	52	0	0	17	0	10	7	0	22	R24	2012-12-12	non_curated
MODEL1006230103	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	11	0	0	5	0	4	1	0	6	R24	2012-12-12	non_curated
MODEL1006230104	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	116	218	0	0	116	0	87	29	0	20	R24	2012-12-12	non_curated
MODEL1006230105	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	21	64	0	0	21	0	17	4	0	15	R24	2012-12-12	non_curated
MODEL1006230106	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	12	47	0	0	12	0	5	7	0	20	R24	2012-12-12	non_curated
MODEL1006230107	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	7	20	0	0	7	0	4	3	0	6	R24	2012-12-12	non_curated
MODEL1006230108	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	197	328	0	0	197	0	156	41	0	36	R24	2012-12-12	non_curated
MODEL1006230110	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	8	22	0	0	8	0	5	3	0	10	R24	2012-12-12	non_curated
MODEL1006230111	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	12	0	0	5	0	1	4	0	3	R24	2012-12-12	non_curated
MODEL1006230112	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	545	546	0	0	545	0	513	32	0	12	R24	2012-12-12	non_curated
MODEL1006230113	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	133	237	0	0	133	0	103	30	0	16	R24	2012-12-12	non_curated
MODEL1006230114	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	41	89	0	0	41	0	34	7	0	14	R24	2012-12-12	non_curated
MODEL1006230115	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	8	26	0	0	8	0	5	3	0	11	R24	2012-12-12	non_curated
MODEL1006230116	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	35	0	0	17	0	16	1	0	6	R24	2012-12-12	non_curated
MODEL1006230117	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	53	108	0	0	53	0	38	15	0	7	R24	2012-12-12	non_curated
MODEL1006230118	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	159	280	0	0	159	0	128	31	0	18	R24	2012-12-12	non_curated
MODEL1006230119	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	7	25	0	0	7	0	6	1	0	5	R24	2012-12-12	non_curated
MODEL1006230120	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	8	27	0	0	8	0	7	1	0	5	R24	2012-12-12	non_curated
MODEL1006230121	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	73	132	0	0	73	0	62	11	0	19	R24	2012-12-12	non_curated
MODEL1007060000	4	0	0	0	0	0	0	0	0	0	1001	0	L2V4	0	0	4004	1001	0	0	0	0	1025	4	R24	2012-12-12	non_curated
MODEL1007200000	4	0	0	0	0	0	0	0	2	2	35	35	L2V4	41	108	0	35	2	0	2	0	33	7	R24	2012-12-12	non_curated
MODEL1008060000	1	0	1	0	2	3	0	1	0	1	5	5	L2V4	10	9	0	5	1	0	1	0	3	5	R24	2012-12-12	non_curated
MODEL1008060001	1	0	0	0	0	0	0	0	0	1	8	8	L2V4	10	8	0	8	1	0	1	0	4	5	R24	2012-12-12	non_curated
MODEL1008060002	1	0	0	0	0	0	0	0	0	1	10	10	L2V4	12	10	0	10	1	0	1	0	5	5	R24	2012-12-12	non_curated
MODEL1008110000	2	0	0	0	0	0	0	0	0	0	70	70	L2V4	75	82	0	70	5	0	5	0	24	2	R24	2012-12-12	non_curated
MODEL1008120000	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	921	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008120001	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	912	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008120002	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	916	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008120003	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	890	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008120004	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	897	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008120005	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	906	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008120006	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	898	0	0	0	0	2331	0	R24	2012-12-12	non_curated
MODEL1008240001	1	0	0	0	0	0	0	0	0	0	53	53	L2V4	53	0	212	53	0	0	0	0	50	0	R24	2012-12-12	non_curated
MODEL1009150000	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	2539	0	0	0	0	1420	0	R24	2012-12-12	non_curated
MODEL1009150002	7	0	0	0	0	0	0	0	0	0	1826	0	L2V4	0	0	7304	1826	0	0	0	0	1604	4	R24	2012-12-12	non_curated
MODEL1009220000	2	0	0	0	0	0	0	0	12	0	21	21	L2V4	33	0	110	21	0	0	0	0	28	7	R24	2012-12-12	non_curated
MODEL1009230000	1	0	0	0	0	0	0	0	0	1	5	5	L2V4	7	6	0	5	1	0	1	0	3	5	R24	2012-12-12	non_curated
MODEL1011010000	2	0	0	0	0	0	0	0	0	0	20	20	L2V4	20	1	92	20	0	0	0	0	22	8	R24	2012-12-12	non_curated
MODEL1011020000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	732	0	0	0	0	1090	5	R24	2012-12-12	non_curated
MODEL1011080000	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	65	0	0	0	0	96	0	R24	2012-12-12	non_curated
MODEL1011080001	2	0	0	0	0	0	0	0	0	0	0	0	L2V3	0	0	0	783	0	0	0	0	697	0	R24	2012-12-12	non_curated
MODEL1011080002	1	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	216	0	0	0	0	266	0	R24	2012-12-12	non_curated
MODEL1011080003	2	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	555	0	0	0	0	587	0	R24	2012-12-12	non_curated
MODEL1011080004	6	0	0	0	0	0	0	0	0	0	443	0	L2V1	0	0	1772	443	0	0	0	0	340	2	R24	2012-12-12	non_curated
MODEL1011090000	2	0	0	0	0	0	0	0	0	0	781	0	L2V1	0	0	3905	781	0	0	0	0	775	2	R24	2012-12-12	non_curated
MODEL1011090001	8	0	0	0	0	0	0	0	0	0	3393	0	L2V4	0	0	13572	3393	0	0	0	0	2572	2	R24	2012-12-12	non_curated
MODEL1011090002	10	0	0	0	0	0	0	0	0	0	4484	0	L2V4	0	0	17936	4484	0	0	0	0	3400	2	R24	2012-12-12	non_curated
MODEL1011300000	1	0	0	0	0	0	0	0	0	0	943	943	L2V4	943	0	943	943	0	0	0	0	836	0	R24	2012-12-12	non_curated
MODEL1012080000	1	0	0	0	0	0	0	0	0	0	26	26	L2V4	26	35	0	26	0	0	0	0	18	0	R24	2012-12-12	non_curated
MODEL1012090002	1	0	0	0	0	0	0	0	0	7	20	20	L2V4	27	29	0	20	0	0	0	0	20	0	R24	2012-12-12	non_curated
MODEL1012090003	1	0	0	0	0	0	0	0	0	8	26	26	L2V4	34	36	0	26	0	0	0	0	24	0	R24	2012-12-12	non_curated
MODEL1012090004	1	0	0	0	0	0	0	0	0	10	27	27	L2V4	37	45	0	27	0	0	0	0	26	0	R24	2012-12-12	non_curated
MODEL1012090005	1	0	0	0	0	0	0	0	0	10	32	32	L2V4	42	40	0	32	0	0	0	0	28	0	R24	2012-12-12	non_curated
MODEL1012090006	1	0	0	0	0	0	0	0	0	10	45	45	L2V4	55	45	0	45	0	0	0	0	38	0	R24	2012-12-12	non_curated
MODEL1012110001	3	0	0	0	0	0	0	0	10	0	10	10	L2V4	20	0	17	10	0	0	0	0	30	0	R24	2012-12-12	non_curated
MODEL1012140000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	3	14	0	0	3	0	0	3	3	2	R24	2012-12-12	non_curated
MODEL1012140001	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	3	14	0	0	3	0	0	3	3	2	R24	2012-12-12	non_curated
MODEL1012220002	8	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	777	0	0	0	0	964	0	R24	2012-12-12	non_curated
MODEL1012220003	4	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	77	0	0	0	0	109	0	R24	2012-12-12	non_curated
MODEL1012220004	6	0	0	0	0	0	0	0	0	0	0	0	L2V1	0	0	0	148	0	0	0	0	124	0	R24	2012-12-12	non_curated
MODEL1012300000	3	0	0	0	0	0	0	0	0	0	261	0	L2V4	0	0	1044	261	0	0	0	0	255	6	R24	2012-12-12	non_curated
MODEL1101100000	2	0	0	0	0	0	0	0	0	0	16	16	L2V4	16	50	0	16	0	0	0	0	38	6	R24	2012-12-12	non_curated
MODEL1101170000	2	0	0	0	0	0	0	0	2	2	225	225	L2V4	232	286	0	225	3	0	3	0	189	1	R24	2012-12-12	non_curated
MODEL1101180000	4	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	5	0	16	0	0	0	0	20	5	R24	2012-12-12	non_curated
MODEL1102210000	7	0	0	0	0	0	0	0	0	0	197	197	L2V4	197	0	316	197	0	0	0	0	192	0	R24	2012-12-12	non_curated
MODEL1102210001	1	0	0	0	0	0	0	0	0	0	151	151	L2V4	151	58	0	151	0	0	0	0	119	3	R24	2012-12-12	non_curated
MODEL1103210001	2	0	0	0	0	0	0	0	0	0	48	48	L2V4	223	320	90	48	175	0	175	0	48	0	R24	2012-12-12	non_curated
MODEL1105030000	3	0	0	0	0	0	0	0	0	0	2378	0	L2V4	0	0	9512	2378	0	0	0	0	1669	0	R24	2012-12-12	non_curated
MODEL1105100000	8	0	0	0	0	0	0	0	0	0	4894	0	L2V4	0	0	19576	4894	0	0	0	0	2767	1	R24	2012-12-12	non_curated
MODEL1105180000	1	0	0	0	0	0	0	0	0	0	5	0	L2V4	0	0	20	5	0	0	0	0	2	3	R24	2012-12-12	non_curated
MODEL1106080000	2	0	0	0	0	0	0	0	0	0	469	0	L2V4	0	0	1876	469	0	0	0	0	342	1	R24	2012-12-12	non_curated
MODEL1106160000	3	0	0	0	0	0	0	0	0	0	421	0	L2V4	0	0	1684	421	0	0	0	0	399	1	R24	2012-12-12	non_curated
MODEL1106200000	10	0	0	0	0	0	0	0	0	0	2191	0	L2V4	0	0	8764	2191	0	0	0	0	1706	0	R24	2012-12-12	non_curated
MODEL1106220000	3	0	0	0	0	0	0	0	0	0	1309	0	L2V4	0	0	5236	1309	0	0	0	0	1248	0	R24	2012-12-12	non_curated
MODEL1107050000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	218	0	0	0	0	189	0	R24	2012-12-12	non_curated
MODEL1107190000	8	0	0	0	0	0	0	0	0	0	1575	0	L2V4	0	0	7875	1575	0	0	0	0	1392	0	R24	2012-12-12	non_curated
MODEL1108160000	3	0	0	0	0	0	0	0	0	0	2583	0	L2V4	0	0	10332	2583	0	0	0	0	1805	1	R24	2012-12-12	non_curated
MODEL1108260010	1	0	0	0	0	0	0	0	0	2	4	4	L2V4	6	8	0	4	0	0	0	0	4	0	R24	2012-12-12	non_curated
MODEL1108260014	1	0	2	0	2	4	0	2	1	1	75	75	L2V4	84	6	104	75	3	0	2	1	81	0	R24	2012-12-12	non_curated
MODEL1108260015	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	6	20	0	0	6	0	0	6	6	0	R24	2012-12-12	non_curated
MODEL1109150000	3	0	0	0	0	0	0	0	4	12	98	98	L2V4	133	35	98	98	19	0	19	0	60	0	R24	2012-12-12	non_curated
MODEL1109150001	1	0	0	0	0	0	0	0	0	1	33	33	L2V4	34	46	0	33	0	0	0	0	33	1	R24	2012-12-12	non_curated
MODEL1109150002	1	0	0	0	0	0	0	0	0	5	48	48	L2V4	53	55	0	48	0	0	0	0	44	1	R24	2012-12-12	non_curated
MODEL1109160000	1	0	0	0	0	0	0	0	1	0	25	25	L2V4	26	0	32	25	0	0	0	0	30	2	R24	2012-12-12	non_curated
MODEL1109160001	1	0	0	0	0	0	0	0	1	0	27	27	L2V4	28	0	37	27	0	0	0	0	40	2	R24	2012-12-12	non_curated
MODEL1110130000	2	0	0	0	0	0	0	0	0	0	419	0	L2V1	0	0	1676	419	0	0	0	0	411	0	R24	2012-12-12	non_curated
MODEL1110130001	2	0	0	0	0	0	0	0	0	0	412	0	L2V1	0	0	1648	412	0	0	0	0	405	0	R24	2012-12-12	non_curated
MODEL1111070000	6	0	0	0	0	0	0	0	0	0	649	0	L2V1	0	0	2596	649	0	0	0	0	615	0	R24	2012-12-12	non_curated
MODEL1111070001	6	0	0	0	0	0	0	0	0	0	776	0	L2V1	0	0	3104	776	0	0	0	0	729	0	R24	2012-12-12	non_curated
MODEL1111070002	6	0	0	0	0	0	0	0	0	0	734	0	L2V1	0	0	2936	734	0	0	0	0	691	0	R24	2012-12-12	non_curated
MODEL1111070003	14	0	0	0	0	0	0	0	0	0	2208	0	L2V1	0	0	8832	2208	0	0	0	0	1771	0	R24	2012-12-12	non_curated
MODEL1111190000	17	0	0	0	0	0	0	0	0	0	2002	2002	L2V4	2002	1	6006	2002	0	0	0	0	1847	1	R24	2012-12-12	non_curated
MODEL1111240000	8	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	1376	0	0	0	0	1623	0	R24	2012-12-12	non_curated
MODEL1111240001	2	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	438	0	0	0	0	567	0	R24	2012-12-12	non_curated
MODEL1112050000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	41	10	0	0	41	0	2	39	41	0	R24	2012-12-12	non_curated
MODEL1112050001	2	0	0	0	0	0	0	0	0	0	0	0	L2V4	49	71	0	0	49	0	21	28	29	0	R24	2012-12-12	non_curated
MODEL1112100000	254	0	0	0	0	0	0	0	1	0	4139	4139	L2V1	4140	522	0	4139	0	0	0	0	1265	2	R24	2012-12-12	non_curated
MODEL1112110000	1	0	0	0	0	0	0	0	0	14	0	0	L2V4	70	133	0	0	56	0	41	15	29	0	R24	2012-12-12	non_curated
MODEL1112110001	1	0	0	0	0	0	0	0	0	23	0	0	L2V4	106	132	0	0	83	0	55	28	29	0	R24	2012-12-12	non_curated
MODEL1112110002	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	8	21	0	0	8	0	5	3	2	0	R24	2012-12-12	non_curated
MODEL1112110003	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	17	35	0	0	17	0	11	6	6	0	R24	2012-12-12	non_curated
MODEL1112110004	1	0	0	0	0	0	0	0	0	7	0	0	L2V4	20	22	0	0	13	0	6	7	7	0	R24	2012-12-12	non_curated
MODEL1112150000	2	0	0	0	0	0	0	0	1	0	23	23	L2V4	24	0	23	23	0	0	0	0	9	2	R24	2012-12-12	non_curated
MODEL1112190003	1	0	0	0	0	0	0	0	10	0	10	10	L2V4	20	0	25	10	0	0	0	0	11	2	R24	2012-12-12	non_curated
MODEL1112190004	1	0	0	0	0	0	0	0	10	0	10	10	L2V4	20	0	24	10	0	0	0	0	11	2	R24	2012-12-12	non_curated
MODEL1112190005	1	0	0	0	0	0	0	0	12	0	12	12	L2V4	24	0	30	12	0	0	0	0	13	2	R24	2012-12-12	non_curated
MODEL1112190006	1	0	0	0	0	0	0	0	15	0	22	22	L2V4	37	0	47	22	0	0	0	0	19	2	R24	2012-12-12	non_curated
MODEL1112190007	1	0	0	0	0	0	0	0	15	0	22	22	L2V4	37	1	46	22	0	0	0	0	18	2	R24	2012-12-12	non_curated
MODEL1112260000	5	0	0	0	0	0	0	0	0	0	61	61	L2V4	69	0	61	61	8	0	8	0	42	3	R24	2012-12-12	non_curated
MODEL1112260001	5	0	1	0	1	2	0	1	0	0	127	127	L2V4	139	0	127	127	10	0	10	0	56	3	R24	2012-12-12	non_curated
MODEL1112260002	5	0	0	0	0	0	0	0	0	0	135	135	L2V4	145	0	135	135	10	0	10	0	56	3	R24	2012-12-12	non_curated
MODEL1150151512	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	114	186	0	0	114	0	73	41	0	21	R24	2012-12-12	non_curated
MODEL1172200168	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	3	14	0	0	3	0	0	3	0	11	R24	2012-12-12	non_curated
MODEL1172425728	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	64	109	0	0	64	0	35	29	0	7	R24	2012-12-12	non_curated
MODEL1172501439	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	18	35	0	0	18	0	1	17	0	7	R24	2012-12-12	non_curated
MODEL1172940336	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	14	26	0	0	14	0	9	5	0	2	R24	2012-12-12	non_curated
MODEL1173105855	1	0	0	0	0	0	0	0	0	0	0	0	L2V3	13	28	0	0	13	0	9	4	0	4	R24	2012-12-12	non_curated
MODEL1201070000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	12	47	0	0	12	0	9	3	0	0	R24	2012-12-12	non_curated
MODEL1201070001	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	14	49	0	0	14	0	9	5	0	0	R24	2012-12-12	non_curated
MODEL1201140000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	12	45	0	0	12	0	8	4	0	0	R24	2012-12-12	non_curated
MODEL1201140001	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	7	32	0	0	7	0	5	2	0	0	R24	2012-12-12	non_curated
MODEL1201140002	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	3	16	0	0	3	0	0	3	0	0	R24	2012-12-12	non_curated
MODEL1201140003	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	21	0	0	5	0	0	5	0	0	R24	2012-12-12	non_curated
MODEL1201140004	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	22	73	0	0	22	0	19	3	0	0	R24	2012-12-12	non_curated
MODEL1201140005	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	5	10	0	0	5	0	1	4	0	0	R24	2012-12-12	non_curated
MODEL1201140006	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	10	21	0	0	10	0	1	9	0	0	R24	2012-12-12	non_curated
MODEL1201230000	3	0	0	0	0	0	0	0	0	0	230	0	L2V1	0	0	920	230	0	0	0	0	218	0	R24	2012-12-12	non_curated
MODEL1202030000	1	0	0	0	0	0	0	0	0	0	24	24	L2V4	24	0	24	24	0	0	0	0	14	2	R24	2012-12-12	non_curated
MODEL1202030001	1	0	0	0	0	0	0	0	0	0	12	12	L2V4	12	0	12	12	0	0	0	0	8	2	R24	2012-12-12	non_curated
MODEL1202090001	3	0	1	0	1	2	0	1	0	0	48	48	L2V4	62	34	0	48	12	0	12	0	24	10	R24	2012-12-12	non_curated
MODEL1202090002	3	0	1	0	1	2	0	1	0	0	48	48	L2V4	62	34	0	48	12	0	12	0	24	10	R24	2012-12-12	non_curated
MODEL1202090003	3	0	1	0	1	2	0	1	0	0	48	48	L2V4	62	34	0	48	12	0	12	0	24	10	R24	2012-12-12	non_curated
MODEL1202170000	1	0	0	0	0	0	0	0	0	0	18	18	L2V4	34	20	29	18	16	0	16	0	17	3	R24	2012-12-12	non_curated
MODEL1202270000	1	0	0	0	0	0	0	0	0	0	2	2	L2V4	5	0	4	2	3	3	0	0	8	3	R24	2012-12-12	non_curated
MODEL1202270001	1	0	0	0	0	0	0	0	0	0	5	5	L2V4	9	0	10	5	4	4	0	0	13	3	R24	2012-12-12	non_curated
MODEL1202290000	1	0	0	0	0	0	0	0	0	0	8	8	L2V4	8	9	0	8	0	0	0	0	6	1	R24	2012-12-12	non_curated
MODEL1203070000	1	0	0	0	0	0	0	0	0	0	0	0	L2V4	2	5	0	0	2	0	0	2	2	0	R24	2012-12-12	non_curated
MODEL1204040000	1	0	0	0	0	0	0	0	0	0	23	23	L2V4	29	19	27	23	6	0	6	0	15	12	R24	2012-12-12	non_curated
MODEL1204060000	1	0	0	0	0	0	0	0	0	0	24	24	L2V4	24	0	26	24	0	0	0	0	23	0	R24	2012-12-12	non_curated
MODEL1204120000	21	0	0	0	0	0	0	0	0	0	0	0	L2V4	0	0	0	2911	0	0	0	0	4317	0	R24	2012-12-12	non_curated
MODEL1204240000	1	0	0	0	0	0	0	0	2	0	69	69	L2V4	71	0	73	69	0	0	0	0	38	2	R24	2012-12-12	non_curated
