time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	atp_tot	bounds__lb_EX_adp_fba	bounds__lb_EX_atp_fba	bounds__lb_EX_glc_fba	bounds__lb_EX_pyr_fba	bounds__ub_EX_adp_fba	bounds__ub_EX_atp_fba	bounds__ub_EX_glc_fba	bounds__ub_EX_pyr_fba	c3_tot	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	-1.0	1.0	-0.5	1.0	0.9523809523809523	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-10.0	-20.0	-50.0	-0.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.0	0.9529037221899352	2.047096277810064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	1.0	-1.0	1.0	-0.5	1.0	0.9534254700017479	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999999	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.529037221899351	-20.47096277810064	-45.0	-10.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.0	0.9068282838733688	2.0931717161266308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	-1.0	1.0	-0.5	1.0	0.9544039350568452	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999996	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.068282838733687	-20.931717161266306	-40.0	-20.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.0	0.8617011901829018	2.1382988098170985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.0	-1.0	1.0	-0.5	1.0	0.9553232126285357	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-8.617011901829018	-21.382988098170983	-35.0	-30.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
4.0	0.8174661758177856	2.1825338241822148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0000000000000004	4.0	-1.0	1.0	-0.5	1.0	0.956189039154402	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-8.174661758177855	-21.825338241822145	-30.000000000000004	-40.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
5.0	0.7740723370927254	2.225927662907275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5000000000000004	5.0	-1.0	1.0	-0.5	1.0	0.9570064015339987	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-7.740723370927253	-22.259276629072748	-25.000000000000004	-50.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
6.0	0.7314734337354151	2.268526566264584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000000000004	6.0	-1.0	1.0	-0.5	1.0	0.9577796587024521	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999999	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-7.3147343373541505	-22.68526566264584	-20.000000000000004	-60.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
7.0	0.6896273115057129	2.3103726884942857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5000000000000016	7.0	-1.0	1.0	-0.5	1.0	0.9585126397766861	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999987	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000004	0.1	1.0	1000.0	0.0	0.1	-6.896273115057128	-23.103726884942855	-15.000000000000014	-70.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
8.0	0.6484954140728032	2.3515045859271946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000001	8.0	-1.0	1.0	-0.5	1.0	0.9592087240733517	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999998	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000002	0.1	1.0	1000.0	0.0	0.1	-6.484954140728032	-23.515045859271943	-10.00000000000001	-80.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
9.0	0.6080423673721124	2.391957632627886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000000000000022	9.0	-1.0	1.0	-0.5	1.0	0.9598709068361867	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999987	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000004	0.1	1.0	1000.0	0.0	0.1	-6.080423673721123	-23.91957632627886	-5.000000000000022	-90.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
10.0	0.5682356237111021	2.4317643762888967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3861802251067274e-15	10.0	0.0	0.0	0.0	0.0	0.9605018535940608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.999999999999999	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-5.682356237111021	-24.317643762888967	-3.3861802251067274e-14	-100.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
11.0	1.5186516044105323	1.4813483955894666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3861802251067274e-15	10.0	0.0	0.0	0.0	0.0	0.9367628283059509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.999999999999999	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-15.186516044105321	-14.813483955894666	-3.3861802251067274e-14	-100.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
12.0	2.4241209661047027	0.5758790338952969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3861802251067274e-15	10.0	0.0	0.0	0.0	0.0	0.8520445301821696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.9999999999999996	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-24.241209661047026	-5.758790338952969	-3.3861802251067274e-14	-100.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
13.0	2.9923209310673773	0.007679068932620362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3861802251067274e-15	10.0	0.0	0.0	0.0	0.0	0.07131440686421146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.999999999999998	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-29.923209310673773	-0.07679068932620361	-3.3861802251067274e-14	-100.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
14.0	2.999999921383244	7.86167531689515e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3861802251067274e-15	10.0	0.0	0.0	0.0	0.0	7.86166913630613e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.999999999999997	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-29.999999213832435	-7.861675316895149e-07	-3.3861802251067274e-14	-100.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
15.0	2.999999995018656	4.981340958490395e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3861802251067274e-15	10.0	0.0	0.0	0.0	0.0	4.981340710352829e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.9999999999999973	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-29.99999995018656	-4.981340958490394e-08	-3.3861802251067274e-14	-100.0	0.0	0.0	0.0	0.0	1000.0	1000.0	1000.0	1000.0
