time	[C]	[fba__B1]	[fba__B2]	[model__D]	[fba__A]	R3	fba__R1	fba__R2	model__R4	update__R3	bounds__k1	fba__lb	fba__ub	model__k_R4	ub_R1	vR3
0.0	0.0	0.0	0.0	0.0	10.0	1.0	1.0	1.0	0.0	1.0	-0.2	0.0	1000.0	0.1	1.0	1.0
0.1	0.099501661687	0.0	0.0	0.000498338313117	10.0	1.0	1.0	1.0	0.0099501661687	1.0	-0.2	0.0	1000.0	0.1	0.980198674204	1.0
0.2	0.196043027312	0.0	0.0	0.00197684010877	10.0	0.980198674204	0.980198674204	0.980198674204	0.0196043027312	0.980198674204	-0.2	0.0	1000.0	0.1	0.960789411728	0.980198674204
0.3	0.289692543682	0.0	0.0	0.00440626491183	10.0	0.960789411728	0.960789411728	0.960789411728	0.0289692543682	0.960789411728	-0.2	0.0	1000.0	0.1	0.941764450434	0.960789411728
0.4	0.3805171714	0.0	0.0	0.00775808223632	10.0	0.941764450434	0.941764450434	0.941764450434	0.03805171714	0.941764450434	-0.2	0.0	1000.0	0.1	0.923116209896	0.941764450434
0.5	0.468582545066	0.0	0.0	0.0120043295599	10.0	0.923116209896	0.923116209896	0.923116209896	0.0468582545066	0.923116209896	-0.2	0.0	1000.0	0.1	0.904837180412	0.923116209896
0.6	0.553952688754	0.0	0.0	0.0171179039139	10.0	0.904837180412	0.904837180412	0.904837180412	0.0553952688754	0.904837180412	-0.2	0.0	1000.0	0.1	0.886920181878	0.904837180412
0.7	0.636690439238	0.0	0.0	0.0230721716174	10.0	0.886920181878	0.886920181878	0.886920181878	0.0636690439238	0.886920181878	-0.2	0.0	1000.0	0.1	0.869358038017	0.886920181878
0.8	0.716857210483	0.0	0.0	0.029841204174	10.0	0.869358038017	0.869358038017	0.869358038017	0.0716857210483	0.869358038017	-0.2	0.0	1000.0	0.1	0.852143787981	0.869358038017
0.9	0.794513259911	0.0	0.0	0.0373995335441	10.0	0.852143787981	0.852143787981	0.852143787981	0.0794513259911	0.852143787981	-0.2	0.0	1000.0	0.1	0.835270480607	0.852143787981
1.0	0.869717492812	0.0	0.0	0.0457223487036	10.0	0.835270480607	0.835270480607	0.835270480607	0.0869717492812	0.835270480607	-0.2	0.0	1000.0	0.1	0.818731356858	0.835270480607
1.1	0.94252750303	0.0	0.0	0.054785474172	10.0	0.818731356858	0.818731356858	0.818731356858	0.094252750303	0.818731356858	-0.2	0.0	1000.0	0.1	0.802519840987	0.818731356858
1.2	1.01299965434	0.0	0.0	0.0645653069633	10.0	0.802519840987	0.802519840987	0.802519840987	0.101299965434	0.802519840987	-0.2	0.0	1000.0	0.1	0.786629492143	0.802519840987
1.3	1.08118909767	0.0	0.0	0.0750388128461	10.0	0.786629492143	0.786629492143	0.786629492143	0.108118909767	0.786629492143	-0.2	0.0	1000.0	0.1	0.771054009916	0.786629492143
1.4	1.14714986241	0.0	0.0	0.0861834490921	10.0	0.771054009916	0.771054009916	0.771054009916	0.114714986241	0.771054009916	-0.2	0.0	1000.0	0.1	0.755787166038	0.771054009916
1.5	1.21093488185	0.0	0.0	0.0979771462599	10.0	0.755787166038	0.755787166038	0.755787166038	0.121093488185	0.755787166038	-0.2	0.0	1000.0	0.1	0.740822797296	0.755787166038
1.6	1.27259587772	0.0	0.0	0.110398430117	10.0	0.740822797296	0.740822797296	0.740822797296	0.127259587772	0.740822797296	-0.2	0.0	1000.0	0.1	0.726154935877	0.740822797296
1.7	1.33218346547	0.0	0.0	0.123426335953	10.0	0.726154935877	0.726154935877	0.726154935877	0.133218346547	0.726154935877	-0.2	0.0	1000.0	0.1	0.711777731492	0.726154935877
1.8	1.389747177	0.0	0.0	0.137040397577	10.0	0.711777731492	0.711777731492	0.711777731492	0.1389747177	0.711777731492	-0.2	0.0	1000.0	0.1	0.697685449019	0.711777731492
1.9	1.44533687338	0.0	0.0	0.151219246096	10.0	0.697685449019	0.697685449019	0.697685449019	0.144533687338	0.697685449019	-0.2	0.0	1000.0	0.1	0.683871751217	0.697685449019
2.0	1.49899864904	0.0	0.0	0.165944645563	10.0	0.683871751217	0.683871751217	0.683871751217	0.149899864904	0.683871751217	-0.2	0.0	1000.0	0.1	0.670331770125	0.683871751217
2.1	1.55077891157	0.0	0.0	0.181197560045	10.0	0.670331770125	0.670331770125	0.670331770125	0.155077891157	0.670331770125	-0.2	0.0	1000.0	0.1	0.657060100869	0.670331770125
2.2	1.60072308207	0.0	0.0	0.196959399628	10.0	0.657060100869	0.657060100869	0.657060100869	0.160072308207	0.657060100869	-0.2	0.0	1000.0	0.1	0.644051422604	0.657060100869
2.3	1.648875598	0.0	0.0	0.213212025956	10.0	0.644051422604	0.644051422604	0.644051422604	0.1648875598	0.644051422604	-0.2	0.0	1000.0	0.1	0.631300531115	0.644051422604
2.4	1.69527993516	0.0	0.0	0.229937741912	10.0	0.631300531115	0.631300531115	0.631300531115	0.169527993516	0.631300531115	-0.2	0.0	1000.0	0.1	0.61880233177	0.631300531115
2.5	1.73997863152	0.0	0.0	0.247119278727	10.0	0.61880233177	0.61880233177	0.61880233177	0.173997863152	0.61880233177	-0.2	0.0	1000.0	0.1	0.606551830251	0.61880233177
2.6	1.78301330676	0.0	0.0	0.264739786513	10.0	0.606551830251	0.606551830251	0.606551830251	0.178301330676	0.606551830251	-0.2	0.0	1000.0	0.1	0.59454413044	0.606551830251
2.7	1.82442468134	0.0	0.0	0.282782824975	10.0	0.59454413044	0.59454413044	0.59454413044	0.182442468134	0.59454413044	-0.2	0.0	1000.0	0.1	0.582774432323	0.59454413044
2.8	1.86425259524	0.0	0.0	0.30123235431	10.0	0.582774432323	0.582774432323	0.582774432323	0.186425259524	0.582774432323	-0.2	0.0	1000.0	0.1	0.571238029918	0.582774432323
2.9	1.90253602456	0.0	0.0	0.320072727985	10.0	0.571238029918	0.571238029918	0.571238029918	0.190253602456	0.571238029918	-0.2	0.0	1000.0	0.1	0.55993030961	0.571238029918
3.0	1.93931308444	0.0	0.0	0.339288699058	10.0	0.55993030961	0.55993030961	0.55993030961	0.193931308444	0.55993030961	-0.2	0.0	1000.0	0.1	0.54884675099	0.55993030961
3.1	1.97462108685	0.0	0.0	0.35886537175	10.0	0.54884675099	0.54884675099	0.54884675099	0.197462108685	0.54884675099	-0.2	0.0	1000.0	0.1	0.537982915995	0.54884675099
3.2	2.00849653348	0.0	0.0	0.378788216718	10.0	0.537982915995	0.537982915995	0.537982915995	0.200849653348	0.537982915995	-0.2	0.0	1000.0	0.1	0.527334452873	0.537982915995
3.3	2.04097513257	0.0	0.0	0.399043062922	10.0	0.527334452873	0.527334452873	0.527334452873	0.204097513257	0.527334452873	-0.2	0.0	1000.0	0.1	0.516897094264	0.527334452873
3.4	2.07209181519	0.0	0.0	0.419616089724	10.0	0.516897094264	0.516897094264	0.516897094264	0.207209181519	0.516897094264	-0.2	0.0	1000.0	0.1	0.506666655349	0.516897094264
3.5	2.10188075123	0.0	0.0	0.44049381922	10.0	0.506666655349	0.506666655349	0.506666655349	0.210188075123	0.506666655349	-0.2	0.0	1000.0	0.1	0.496639032058	0.506666655349
3.6	2.13037534739	0.0	0.0	0.461663126264	10.0	0.496639032058	0.496639032058	0.496639032058	0.213037534739	0.496639032058	-0.2	0.0	1000.0	0.1	0.48681020985	0.496639032058
3.7	2.15760829152	0.0	0.0	0.483111203125	10.0	0.48681020985	0.48681020985	0.48681020985	0.215760829152	0.48681020985	-0.2	0.0	1000.0	0.1	0.477176245525	0.48681020985
3.8	2.18361157007	0.0	0.0	0.504825549122	10.0	0.477176245525	0.477176245525	0.477176245525	0.218361157007	0.477176245525	-0.2	0.0	1000.0	0.1	0.467733263129	0.477176245525
3.9	2.20841646593	0.0	0.0	0.526793979579	10.0	0.467733263129	0.467733263129	0.467733263129	0.220841646593	0.467733263129	-0.2	0.0	1000.0	0.1	0.458477461874	0.467733263129
4.0	2.23205357229	0.0	0.0	0.549004619408	10.0	0.458477461874	0.458477461874	0.458477461874	0.223205357229	0.458477461874	-0.2	0.0	1000.0	0.1	0.449405114868	0.458477461874
4.1	2.25455280629	0.0	0.0	0.571445896888	10.0	0.449405114868	0.449405114868	0.449405114868	0.225455280629	0.449405114868	-0.2	0.0	1000.0	0.1	0.440512567947	0.449405114868
4.2	2.27594343845	0.0	0.0	0.594106521526	10.0	0.440512567947	0.440512567947	0.440512567947	0.227594343845	0.440512567947	-0.2	0.0	1000.0	0.1	0.431796225602	0.440512567947
4.3	2.2962541129	0.0	0.0	0.616975469632	10.0	0.431796225602	0.431796225602	0.431796225602	0.22962541129	0.431796225602	-0.2	0.0	1000.0	0.1	0.423252541318	0.431796225602
4.4	2.3155127846	0.0	0.0	0.640042052069	10.0	0.423252541318	0.423252541318	0.423252541318	0.23155127846	0.423252541318	-0.2	0.0	1000.0	0.1	0.414878077272	0.423252541318
4.5	2.33374678517	0.0	0.0	0.663295859223	10.0	0.414878077272	0.414878077272	0.414878077272	0.233374678517	0.414878077272	-0.2	0.0	1000.0	0.1	0.406669464515	0.414878077272
4.6	2.35098283587	0.0	0.0	0.686726754975	10.0	0.406669464515	0.406669464515	0.406669464515	0.235098283587	0.406669464515	-0.2	0.0	1000.0	0.1	0.398623401832	0.406669464515
4.7	2.36724706031	0.0	0.0	0.71032487072	10.0	0.398623401832	0.398623401832	0.398623401832	0.236724706031	0.398623401832	-0.2	0.0	1000.0	0.1	0.390736654577	0.398623401832
4.8	2.38256499706	0.0	0.0	0.734080599425	10.0	0.390736654577	0.390736654577	0.390736654577	0.238256499706	0.390736654577	-0.2	0.0	1000.0	0.1	0.383006053485	0.390736654577
4.9	2.39696161211	0.0	0.0	0.757984589728	10.0	0.383006053485	0.383006053485	0.383006053485	0.239696161211	0.383006053485	-0.2	0.0	1000.0	0.1	0.375428493454	0.383006053485
5.0	2.41046131108	0.0	0.0	0.782027740102	10.0	0.375428493454	0.375428493454	0.375428493454	0.241046131108	0.375428493454	-0.2	0.0	1000.0	0.1	0.36800093231	0.375428493454
5.1	2.42308795132	0.0	0.0	0.806201193094	10.0	0.36800093231	0.36800093231	0.36800093231	0.242308795132	0.36800093231	-0.2	0.0	1000.0	0.1	0.360720389552	0.36800093231
5.2	2.43486485372	0.0	0.0	0.830496329648	10.0	0.360720389552	0.360720389552	0.360720389552	0.243486485372	0.360720389552	-0.2	0.0	1000.0	0.1	0.353583945084	0.360720389552
5.3	2.44581481435	0.0	0.0	0.854904763527	10.0	0.353583945084	0.353583945084	0.353583945084	0.244581481435	0.353583945084	-0.2	0.0	1000.0	0.1	0.346588737948	0.353583945084
5.4	2.45596011582	0.0	0.0	0.87941833585	10.0	0.346588737948	0.346588737948	0.346588737948	0.245596011582	0.346588737948	-0.2	0.0	1000.0	0.1	0.339731965063	0.346588737948
5.5	2.46532253843	0.0	0.0	0.904029109744	10.0	0.339731965063	0.339731965063	0.339731965063	0.246532253843	0.339731965063	-0.2	0.0	1000.0	0.1	0.333010879973	0.339731965063
5.6	2.47392337105	0.0	0.0	0.928729365126	10.0	0.333010879973	0.333010879973	0.333010879973	0.247392337105	0.333010879973	-0.2	0.0	1000.0	0.1	0.326422791621	0.333010879973
5.7	2.48178342173	0.0	0.0	0.953511593607	10.0	0.326422791621	0.326422791621	0.326422791621	0.248178342173	0.326422791621	-0.2	0.0	1000.0	0.1	0.319965063141	0.326422791621
5.8	2.48892302813	0.0	0.0	0.97836849352	10.0	0.319965063141	0.319965063141	0.319965063141	0.248892302813	0.319965063141	-0.2	0.0	1000.0	0.1	0.313635110675	0.319965063141
5.9	2.49536206763	0.0	0.0	1.00329296509	10.0	0.313635110675	0.313635110675	0.313635110675	0.249536206763	0.313635110675	-0.2	0.0	1000.0	0.1	0.307430402228	0.313635110675
6.0	2.50111996724	0.0	0.0	1.0282781057	10.0	0.307430402228	0.307430402228	0.307430402228	0.250111996724	0.307430402228	-0.2	0.0	1000.0	0.1	0.301348456543	0.307430402228
6.1	2.50621571329	0.0	0.0	1.0533172053	10.0	0.301348456543	0.301348456543	0.301348456543	0.250621571329	0.301348456543	-0.2	0.0	1000.0	0.1	0.295386842012	0.301348456543
6.2	2.51066786084	0.0	0.0	1.07840374195	10.0	0.295386842012	0.295386842012	0.295386842012	0.251066786084	0.295386842012	-0.2	0.0	1000.0	0.1	0.289543175619	0.295386842012
6.3	2.51449454295	0.0	0.0	1.10353137741	10.0	0.289543175619	0.289543175619	0.289543175619	0.251449454295	0.289543175619	-0.2	0.0	1000.0	0.1	0.283815121906	0.289543175619
6.4	2.51771347966	0.0	0.0	1.12869395289	10.0	0.283815121906	0.283815121906	0.283815121906	0.251771347966	0.283815121906	-0.2	0.0	1000.0	0.1	0.278200391973	0.283815121906
6.5	2.52034198682	0.0	0.0	1.15388548493	10.0	0.278200391973	0.278200391973	0.278200391973	0.252034198682	0.278200391973	-0.2	0.0	1000.0	0.1	0.272696742502	0.278200391973
6.6	2.52239698472	0.0	0.0	1.17910016128	10.0	0.272696742502	0.272696742502	0.272696742502	0.252239698472	0.272696742502	-0.2	0.0	1000.0	0.1	0.267301974815	0.272696742502
6.7	2.52389500649	0.0	0.0	1.20433233699	10.0	0.267301974815	0.267301974815	0.267301974815	0.252389500649	0.267301974815	-0.2	0.0	1000.0	0.1	0.262013933941	0.267301974815
6.8	2.52485220635	0.0	0.0	1.22957653052	10.0	0.262013933941	0.262013933941	0.262013933941	0.252485220635	0.262013933941	-0.2	0.0	1000.0	0.1	0.256830507728	0.262013933941
6.9	2.52528436769	0.0	0.0	1.25482741996	10.0	0.256830507728	0.256830507728	0.256830507728	0.252528436769	0.256830507728	-0.2	0.0	1000.0	0.1	0.251749625959	0.256830507728
7.0	2.52520691092	0.0	0.0	1.28007983932	10.0	0.251749625959	0.251749625959	0.251749625959	0.252520691092	0.251749625959	-0.2	0.0	1000.0	0.1	0.246769259499	0.251749625959
7.1	2.52463490121	0.0	0.0	1.30532877498	10.0	0.246769259499	0.246769259499	0.246769259499	0.252463490121	0.246769259499	-0.2	0.0	1000.0	0.1	0.241887419464	0.246769259499
7.2	2.52358305607	0.0	0.0	1.33056936207	10.0	0.241887419464	0.241887419464	0.241887419464	0.252358305607	0.241887419464	-0.2	0.0	1000.0	0.1	0.237102156402	0.241887419464
7.3	2.52206575268	0.0	0.0	1.3557968811	10.0	0.237102156402	0.237102156402	0.237102156402	0.252206575268	0.237102156402	-0.2	0.0	1000.0	0.1	0.232411559504	0.237102156402
7.4	2.5200970352	0.0	0.0	1.38100675453	10.0	0.232411559504	0.232411559504	0.232411559504	0.25200970352	0.232411559504	-0.2	0.0	1000.0	0.1	0.227813755818	0.232411559504
7.5	2.51769062181	0.0	0.0	1.4061945435	10.0	0.227813755818	0.227813755818	0.227813755818	0.251769062181	0.227813755818	-0.2	0.0	1000.0	0.1	0.223306909499	0.227813755818
7.6	2.51485991166	0.0	0.0	1.4313559446	10.0	0.223306909499	0.223306909499	0.223306909499	0.251485991166	0.223306909499	-0.2	0.0	1000.0	0.1	0.218889221058	0.223306909499
7.7	2.51161799168	0.0	0.0	1.45648678668	10.0	0.218889221058	0.218889221058	0.218889221058	0.251161799168	0.218889221058	-0.2	0.0	1000.0	0.1	0.214558926637	0.218889221058
7.8	2.50797764321	0.0	0.0	1.48158302781	10.0	0.214558926637	0.214558926637	0.214558926637	0.250797764321	0.214558926637	-0.2	0.0	1000.0	0.1	0.210314297303	0.214558926637
7.9	2.50395134854	0.0	0.0	1.50664075222	10.0	0.210314297303	0.210314297303	0.210314297303	0.250395134854	0.210314297303	-0.2	0.0	1000.0	0.1	0.206153638343	0.210314297303
8.0	2.49955129725	0.0	0.0	1.53165616734	10.0	0.206153638343	0.206153638343	0.206153638343	0.249955129725	0.206153638343	-0.2	0.0	1000.0	0.1	0.20207528859	0.206153638343
8.1	2.49478939252	0.0	0.0	1.55662560093	10.0	0.20207528859	0.20207528859	0.20207528859	0.249478939252	0.20207528859	-0.2	0.0	1000.0	0.1	0.198077619752	0.20207528859
8.2	2.48967725719	0.0	0.0	1.58154549823	10.0	0.198077619752	0.198077619752	0.198077619752	0.248967725719	0.198077619752	-0.2	0.0	1000.0	0.1	0.194159035759	0.198077619752
8.3	2.48422623979	0.0	0.0	1.60641241921	10.0	0.194159035759	0.194159035759	0.194159035759	0.248422623979	0.194159035759	-0.2	0.0	1000.0	0.1	0.190317972124	0.194159035759
8.4	2.47844742039	0.0	0.0	1.63122303582	10.0	0.190317972124	0.190317972124	0.190317972124	0.247844742039	0.190317972124	-0.2	0.0	1000.0	0.1	0.186552895315	0.190317972124
8.5	2.47235161636	0.0	0.0	1.65597412938	10.0	0.186552895315	0.186552895315	0.186552895315	0.247235161636	0.186552895315	-0.2	0.0	1000.0	0.1	0.182862302142	0.186552895315
8.6	2.465949388	0.0	0.0	1.68066258796	10.0	0.182862302142	0.182862302142	0.182862302142	0.2465949388	0.182862302142	-0.2	0.0	1000.0	0.1	0.179244719154	0.182862302142
8.7	2.45925104404	0.0	0.0	1.70528540384	10.0	0.179244719154	0.179244719154	0.179244719154	0.245925104404	0.179244719154	-0.2	0.0	1000.0	0.1	0.17569870205	0.179244719154
8.8	2.45226664705	0.0	0.0	1.72983967103	10.0	0.17569870205	0.17569870205	0.17569870205	0.245226664705	0.17569870205	-0.2	0.0	1000.0	0.1	0.172222835104	0.17569870205
8.9	2.44500601874	0.0	0.0	1.75432258285	10.0	0.172222835104	0.172222835104	0.172222835104	0.244500601874	0.172222835104	-0.2	0.0	1000.0	0.1	0.168815730595	0.172222835104
9.0	2.43747874514	0.0	0.0	1.77873142951	10.0	0.168815730595	0.168815730595	0.168815730595	0.243747874514	0.168815730595	-0.2	0.0	1000.0	0.1	0.165476028254	0.168815730595
9.1	2.42969418163	0.0	0.0	1.80306359584	10.0	0.165476028254	0.165476028254	0.165476028254	0.242969418163	0.165476028254	-0.2	0.0	1000.0	0.1	0.162202394721	0.165476028254
9.2	2.42166145798	0.0	0.0	1.82731655897	10.0	0.162202394721	0.162202394721	0.162202394721	0.242166145798	0.162202394721	-0.2	0.0	1000.0	0.1	0.158993523012	0.162202394721
9.3	2.41338948316	0.0	0.0	1.85148788609	10.0	0.158993523012	0.158993523012	0.158993523012	0.241338948316	0.158993523012	-0.2	0.0	1000.0	0.1	0.155848131997	0.158993523012
9.4	2.40488695013	0.0	0.0	1.87557523232	10.0	0.155848131997	0.155848131997	0.155848131997	0.240488695013	0.155848131997	-0.2	0.0	1000.0	0.1	0.15276496589	0.155848131997
9.5	2.3961623405	0.0	0.0	1.89957633853	10.0	0.15276496589	0.15276496589	0.15276496589	0.23961623405	0.15276496589	-0.2	0.0	1000.0	0.1	0.149742793742	0.15276496589
9.6	2.38722392913	0.0	0.0	1.92348902928	10.0	0.149742793742	0.149742793742	0.149742793742	0.238722392913	0.149742793742	-0.2	0.0	1000.0	0.1	0.146780408956	0.149742793742
9.7	2.37807978855	0.0	0.0	1.94731121076	10.0	0.146780408956	0.146780408956	0.146780408956	0.237807978855	0.146780408956	-0.2	0.0	1000.0	0.1	0.143876628803	0.146780408956
9.8	2.36873779341	0.0	0.0	1.97104086878	10.0	0.143876628803	0.143876628803	0.143876628803	0.236873779341	0.143876628803	-0.2	0.0	1000.0	0.1	0.141030293949	0.143876628803
9.9	2.35920562473	0.0	0.0	1.99467606686	10.0	0.141030293949	0.141030293949	0.141030293949	0.235920562473	0.141030293949	-0.2	0.0	1000.0	0.1	0.13824026799	0.141030293949
10.0	2.34949077411	0.0	0.0	2.01821494427	10.0	0.13824026799	0.13824026799	0.13824026799	0.234949077411	0.13824026799	-0.2	0.0	1000.0	0.1	0.135505437006	0.13824026799
10.1	2.33960054788	0.0	0.0	2.0416557142	10.0	0.135505437006	0.135505437006	0.135505437006	0.233960054788	0.135505437006	-0.2	0.0	1000.0	0.1	0.132824709107	0.135505437006
10.2	2.32954207112	0.0	0.0	2.06499666188	10.0	0.132824709107	0.132824709107	0.132824709107	0.232954207112	0.132824709107	-0.2	0.0	1000.0	0.1	0.130197014004	0.132824709107
10.3	2.31932229156	0.0	0.0	2.08823614283	10.0	0.130197014004	0.130197014004	0.130197014004	0.231932229156	0.130197014004	-0.2	0.0	1000.0	0.1	0.127621302578	0.130197014004
10.4	2.30894798354	0.0	0.0	2.11137258111	10.0	0.127621302578	0.127621302578	0.127621302578	0.230894798354	0.127621302578	-0.2	0.0	1000.0	0.1	0.125096546464	0.127621302578
10.5	2.29842575173	0.0	0.0	2.13440446757	10.0	0.125096546464	0.125096546464	0.125096546464	0.229842575173	0.125096546464	-0.2	0.0	1000.0	0.1	0.122621737638	0.125096546464
10.6	2.28776203486	0.0	0.0	2.1573303582	10.0	0.122621737638	0.122621737638	0.122621737638	0.228776203486	0.122621737638	-0.2	0.0	1000.0	0.1	0.120195888016	0.122621737638
10.7	2.27696310936	0.0	0.0	2.1801488725	10.0	0.120195888016	0.120195888016	0.120195888016	0.227696310936	0.120195888016	-0.2	0.0	1000.0	0.1	0.11781802906	0.120195888016
10.8	2.26603509291	0.0	0.0	2.20285869186	10.0	0.11781802906	0.11781802906	0.11781802906	0.226603509291	0.11781802906	-0.2	0.0	1000.0	0.1	0.115487211391	0.11781802906
10.9	2.25498394792	0.0	0.0	2.22545855799	10.0	0.115487211391	0.115487211391	0.115487211391	0.225498394792	0.115487211391	-0.2	0.0	1000.0	0.1	0.113202504408	0.115487211391
11.0	2.24381548496	0.0	0.0	2.24794727139	10.0	0.113202504408	0.113202504408	0.113202504408	0.224381548496	0.113202504408	-0.2	0.0	1000.0	0.1	0.110962995921	0.113202504408
11.1	2.23253536608	0.0	0.0	2.27032368986	10.0	0.110962995921	0.110962995921	0.110962995921	0.223253536608	0.110962995921	-0.2	0.0	1000.0	0.1	0.108767791784	0.110962995921
11.2	2.2211491081	0.0	0.0	2.29258672702	10.0	0.108767791784	0.108767791784	0.108767791784	0.22211491081	0.108767791784	-0.2	0.0	1000.0	0.1	0.106616015537	0.108767791784
11.3	2.20966208579	0.0	0.0	2.31473535088	10.0	0.106616015537	0.106616015537	0.106616015537	0.220966208579	0.106616015537	-0.2	0.0	1000.0	0.1	0.104506808059	0.106616015537
11.4	2.19807953504	0.0	0.0	2.33676858244	10.0	0.104506808059	0.104506808059	0.104506808059	0.219807953504	0.104506808059	-0.2	0.0	1000.0	0.1	0.102439327223	0.104506808059
11.5	2.18640655589	0.0	0.0	2.35868549431	10.0	0.102439327223	0.102439327223	0.102439327223	0.218640655589	0.102439327223	-0.2	0.0	1000.0	0.1	0.100412747562	0.102439327223
11.6	2.17464811558	0.0	0.0	2.38048520938	10.0	0.100412747562	0.100412747562	0.100412747562	0.217464811558	0.100412747562	-0.2	0.0	1000.0	0.1	0.0984262599374	0.100412747562
11.7	2.16280905146	0.0	0.0	2.4021668995	10.0	0.0984262599374	0.0984262599374	0.0984262599374	0.216280905146	0.0984262599374	-0.2	0.0	1000.0	0.1	0.096479071216	0.0984262599374
11.8	2.15089407389	0.0	0.0	2.42372978418	10.0	0.096479071216	0.096479071216	0.096479071216	0.215089407389	0.096479071216	-0.2	0.0	1000.0	0.1	0.0945704039554	0.096479071216
11.9	2.13890776908	0.0	0.0	2.44517312939	10.0	0.0945704039554	0.0945704039554	0.0945704039554	0.213890776908	0.0945704039554	-0.2	0.0	1000.0	0.1	0.0926994960919	0.0945704039554
12.0	2.12685460181	0.0	0.0	2.46649624627	10.0	0.0926994960919	0.0926994960919	0.0926994960919	0.212685460181	0.0926994960919	-0.2	0.0	1000.0	0.1	0.0908656006372	0.0926994960919
12.1	2.11473891818	0.0	0.0	2.48769848997	10.0	0.0908656006372	0.0908656006372	0.0908656006372	0.211473891818	0.0908656006372	-0.2	0.0	1000.0	0.1	0.0890679853798	0.0908656006372
12.2	2.10256494823	0.0	0.0	2.50877925845	10.0	0.0890679853798	0.0890679853798	0.0890679853798	0.210256494823	0.0890679853798	-0.2	0.0	1000.0	0.1	0.087305932593	0.0890679853798
12.3	2.09033680858	0.0	0.0	2.52973799136	10.0	0.087305932593	0.087305932593	0.087305932593	0.209033680858	0.087305932593	-0.2	0.0	1000.0	0.1	0.085578738748	0.087305932593
12.4	2.07805850489	0.0	0.0	2.55057416893	10.0	0.085578738748	0.085578738748	0.085578738748	0.207805850489	0.085578738748	-0.2	0.0	1000.0	0.1	0.0838857142335	0.085578738748
12.5	2.06573393442	0.0	0.0	2.57128731082	10.0	0.0838857142335	0.0838857142335	0.0838857142335	0.206573393442	0.0838857142335	-0.2	0.0	1000.0	0.1	0.0822261830802	0.0838857142335
12.6	2.05336688846	0.0	0.0	2.59187697509	10.0	0.0822261830802	0.0822261830802	0.0822261830802	0.205336688846	0.0822261830802	-0.2	0.0	1000.0	0.1	0.0805994826909	0.0822261830802
12.7	2.04096105465	0.0	0.0	2.61234275716	10.0	0.0805994826909	0.0805994826909	0.0805994826909	0.204096105465	0.0805994826909	-0.2	0.0	1000.0	0.1	0.0790049635764	0.0805994826909
12.8	2.0285200194	0.0	0.0	2.63268428878	10.0	0.0790049635764	0.0790049635764	0.0790049635764	0.20285200194	0.0790049635764	-0.2	0.0	1000.0	0.1	0.0774419890956	0.0790049635764
12.9	2.0160472701	0.0	0.0	2.65290123698	10.0	0.0774419890956	0.0774419890956	0.0774419890956	0.20160472701	0.0774419890956	-0.2	0.0	1000.0	0.1	0.0759099352017	0.0774419890956
13.0	2.00354619743	0.0	0.0	2.67299330318	10.0	0.0759099352017	0.0759099352017	0.0759099352017	0.200354619743	0.0759099352017	-0.2	0.0	1000.0	0.1	0.0744081901933	0.0759099352017
13.1	1.99102009746	0.0	0.0	2.69296022216	10.0	0.0744081901933	0.0744081901933	0.0744081901933	0.199102009746	0.0744081901933	-0.2	0.0	1000.0	0.1	0.0729361544697	0.0744081901933
